,well_id,results,chemical,date,units,qualifer,rl,latitude,longitude,well_type,well_depth_ft,top_of_screen_ft,screen_length_ft,source,source_name,other_names,year,month
114877,KING-09,0.038,TCE,2005-10-19,UG/L,<,0.038,36.59011111,-119.63608333,MUNICIPAL,582.0,202.0,178.0,USGS,KING-09,KING-09,2005,10
114906,S3-MACK-K46,0.025,TCE,2019-03-18,UG/L,<,0.025,36.70125,-119.49772222,MUNICIPAL,160.0,146.0,14.0,USGS,S3-MACK-K46,S3-MACK-K46,2019,3
114916,S3-MACK-K30,0.022000000000000002,TCE,2014-02-06,UG/L,<,0.022000000000000002,36.52016667,-119.48619444,MUNICIPAL,180.0,140.0,40.0,USGS,S3-MACK-K30,S3-MACK-K30,2014,2
114954,KERNFP-02,0.038,TCE,2006-01-24,UG/L,<,0.038,35.39141667,-119.03616667,MUNICIPAL,720.0,420.0,300.0,USGS,KERNFP-02,KERNFP-02,2006,1
115110,S4-TUSK-KAW29,0.022000000000000002,TCE,2015-03-04,UG/L,<,0.022000000000000002,36.37552778,-119.11305556,MUNICIPAL,160.0,160.0,0.0,USGS,S4-TUSK-KAW29,S4-TUSK-KAW29,2015,3
115325,S4-TUSK-KAW23,0.022000000000000002,TCE,2015-02-26,UG/L,<,0.022000000000000002,36.21805556,-119.19841667,MUNICIPAL,400.0,25.0,375.0,USGS,S4-TUSK-KAW23,S4-TUSK-KAW23,2015,2
115438,S3-MACK-M11,0.022000000000000002,TCE,2013-12-03,UG/L,<,0.022000000000000002,36.86072222,-120.10047222,MUNICIPAL,300.0,240.0,60.0,USGS,S3-MACK-M11,S3-MACK-M11,2013,12
115724,KING-22,0.038,TCE,2005-11-01,UG/L,<,0.038,36.78405556,-119.71808333,MUNICIPAL,510.0,280.0,220.0,USGS,KING-22,KING-22,2005,11
115892,KERN-04,0.038,TCE,2006-01-10,UG/L,<,0.038,35.34397222,-119.00105556,MUNICIPAL,637.0,0.0,0.0,USGS,KERN-04,KERN-04,2006,1
115919,KERN-30,0.038,TCE,2006-02-28,UG/L,<,0.038,35.70430556,-119.22372222,MUNICIPAL,1008.0,294.0,714.0,USGS,KERN-30,KERN-30,2006,2
116223,SF-20,0.02,TCE,2007-05-02,UG/L,<,0.02,37.28283333,-121.96158333,MUNICIPAL,840.0,358.0,440.0,USGS,SF-20,SF-20,2007,5
116346,SF-26,0.02,TCE,2007-05-01,UG/L,<,0.02,37.26152778,-121.87288889,MUNICIPAL,427.0,107.0,269.0,USGS,SF-26,SF-26,2007,5
116383,SCRC-B24,0.02,TCE,2008-07-07,UG/L,<,0.02,34.87172222,-120.48363889,MUNICIPAL,600.0,0.0,0.0,USGS,SCRC-B24,SCRC-B24,2008,7
116416,SCRC-B24,0.025,TCE,2018-06-26,UG/L,<,0.025,34.87172222,-120.48363889,MUNICIPAL,600.0,0.0,0.0,USGS,SCRC-B24,SCRC-B24,2018,6
116453,SCRC-B23,0.02,TCE,2008-07-07,UG/L,<,0.02,35.03525,-120.54133333,MUNICIPAL,620.0,375.0,225.0,USGS,SCRC-B23,SCRC-B23,2008,7
116737,SCRC-B20,0.02,TCE,2008-06-24,UG/L,<,0.02,34.843,-120.22083333,MUNICIPAL,115.0,95.0,-95.0,USGS,SCRC-B20,SCRC-B20,2008,6
116820,SCRC-U04,0.02,TCE,2008-07-09,UG/L,<,0.02,34.99302778,-120.43727778,MUNICIPAL,125.0,115.0,10.0,USGS,SCRC-U04,SCRC-U04,2008,7
116857,SIERRA-S-03,0.022000000000000002,TCE,2012-09-12,UG/L,<,0.022000000000000002,39.80675,-120.50197222,MUNICIPAL,520.0,110.0,410.0,USGS,SIERRA-S-03,SIERRA-S-03,2012,9
116898,NOCO-CO23,0.025,TCE,2019-07-18,UG/L,<,0.025,41.92297222,-124.14528056,MUNICIPAL,,,,USGS,NOCO-CO23,NOCO-CO23,2019,7
116994,TROCK-06,0.025,TCE,2017-08-30,UG/L,<,0.025,39.23238889,-120.0815,MUNICIPAL,218.0,75.0,143.0,USGS,TROCK-06,TROCK-06,2017,8
117037,TTAHO-07,0.015,TCE,2017-09-20,UG/L,,0.025,38.87594444,-120.00041667,MUNICIPAL,266.0,108.0,116.0,USGS,TTAHO-07,TTAHO-07,2017,9
117056,TTAHOU-04,0.02,TCE,2007-08-23,UG/L,<,0.02,38.93027778,-119.96283333,MUNICIPAL,247.0,152.0,68.0,USGS,TTAHOU-04,TTAHOU-04,2007,8
117249,TROCK-11,0.02,TCE,2007-08-01,UG/L,<,0.02,38.92736111,-120.06155556,MUNICIPAL,48.0,0.0,0.0,USGS,TROCK-11,TROCK-11,2007,8
117339,TTAHOU-01,0.02,TCE,2007-08-13,UG/L,<,0.02,38.86047222,-120.02252778,MUNICIPAL,330.0,130.0,180.0,USGS,TTAHOU-01,TTAHOU-01,2007,8
117351,TTAHOU-02,0.02,TCE,2007-08-14,UG/L,<,0.02,38.94052778,-119.98322222,MUNICIPAL,418.0,110.0,290.0,USGS,TTAHOU-02,TTAHOU-02,2007,8
117394,SIERRA-S-02,0.02,TCE,2008-08-19,UG/L,<,0.02,38.86047222,-120.02252778,MUNICIPAL,330.0,130.0,180.0,USGS,SIERRA-S-02,SIERRA-S-02,2008,8
117465,TTAHO-06,0.10400000000000001,TCE,2017-09-20,UG/L,,0.025,38.92811111,-120.01155556,MUNICIPAL,495.0,138.0,342.0,USGS,TTAHO-06,TTAHO-06,2017,9
117509,TTAHOU-05,0.02,TCE,2007-08-27,UG/L,<,0.02,38.92363889,-119.96819444,MUNICIPAL,335.0,325.0,10.0,USGS,TTAHOU-05,TTAHOU-05,2007,8
117732,SDTEMFP-01,0.038,TCE,2004-05-19,UG/L,<,0.038,33.47916667,-117.11427778,MUNICIPAL,2500.0,234.0,1913.0,USGS,SDTEMFP-01,SDTEMFP-01,2004,5
117756,SDTEMFP-01,0.022000000000000002,TCE,2011-07-06,UG/L,<,0.022000000000000002,33.47916667,-117.11427778,MUNICIPAL,2500.0,234.0,1913.0,USGS,SDTEMFP-01,SDTEMFP-01,2011,7
117798,SDTEMFP-02,0.038,TCE,2004-05-20,UG/L,<,0.038,33.49688889,-117.02380556,MUNICIPAL,858.0,378.0,460.0,USGS,SDTEMFP-02,SDTEMFP-02,2004,5
117861,SDTEM-01,0.038,TCE,2004-05-18,UG/L,<,0.038,33.52205556,-117.15311111,MUNICIPAL,1000.0,150.0,850.0,USGS,SDTEM-01,SDTEM-01,2004,5
117998,NOCO-IN-01,0.02,TCE,2009-06-01,UG/L,<,0.02,39.26202778,-123.22844444,MUNICIPAL,165.0,79.0,78.0,USGS,NOCO-IN-01,NOCO-IN-01,2009,6
118180,USAWC-10,0.02,TCE,2007-02-01,UG/L,<,0.02,33.97822222,-117.65019444,MUNICIPAL,520.0,290.0,210.0,USGS,USAWC-10,USAWC-10,2007,2
118242,ULASGU-01,0.038,TCE,2005-06-08,UG/L,<,0.038,34.1065,-117.72955556,MUNICIPAL,699.0,143.0,294.0,USGS,ULASGU-01,ULASGU-01,2005,6
118345,USAWB-08,0.02,TCE,2006-12-11,UG/L,<,0.02,34.12183333,-117.33016667,MUNICIPAL,580.0,126.0,434.0,USGS,USAWB-08,USAWB-08,2006,12
118550,USAWC-02,0.02,TCE,2009-04-30,UG/L,<,0.02,34.09261111,-117.4825,MUNICIPAL,870.0,570.0,280.0,USGS,USAWC-02,USAWC-02,2009,4
118594,USAWB-14,0.195,TCE,2009-04-14,UG/L,,0.02,34.12216667,-117.41533333,MUNICIPAL,1060.0,300.0,740.0,USGS,USAWB-14,USAWB-14,2009,4
118670,USAWC-23,0.025,TCE,2017-01-23,UG/L,<,0.025,33.98988889,-117.68947222,MUNICIPAL,1180.0,440.0,740.0,USGS,USAWC-23,USAWC-23,2017,1
119058,USAWR-11,0.08900000000000001,TCE,2007-01-11,UG/L,=,0.02,34.07872222,-117.34836111,MUNICIPAL,644.0,250.0,384.0,USGS,USAWR-11,USAWR-11,2007,1
119133,USAWB-15,0.02,TCE,2006-12-14,UG/L,<,0.02,34.085,-117.17299999999999,MUNICIPAL,1020.0,600.0,400.0,USGS,USAWB-15,USAWB-15,2006,12
119181,USAWC-07,0.02,TCE,2007-01-31,UG/L,<,0.02,33.97077778,-117.523,MUNICIPAL,218.0,113.0,100.0,USGS,USAWC-07,USAWC-07,2007,1
119485,SDALLV-02,0.022000000000000002,TCE,2014-04-30,UG/L,<,0.022000000000000002,33.52991667,-117.67219444,MUNICIPAL,130.0,94.0,23.0,USGS,SDALLV-02,SDALLV-02,2014,4
119792,WSAC-29,0.038,TCE,2006-08-16,UG/L,<,0.038,39.53015972,-122.20692701,MUNICIPAL,759.0,0.0,0.0,USGS,WSAC-29,WSAC-29,2006,8
119813,WSAC-30,0.038,TCE,2006-08-16,UG/L,<,0.038,39.17469444,-122.23011111,MUNICIPAL,0.0,0.0,0.0,USGS,WSAC-30,WSAC-30,2006,8
119862,RED-12,0.02,TCE,2007-11-08,UG/L,<,0.02,40.55133333,-122.24008333,MUNICIPAL,360.0,160.0,200.0,USGS,RED-12,RED-12,2007,11
119881,RED-12,0.022000000000000002,TCE,2011-01-10,UG/L,<,0.022000000000000002,40.55133333,-122.24008333,MUNICIPAL,360.0,160.0,200.0,USGS,RED-12,RED-12,2011,1
119912,NSAC-U-01,0.02,TCE,2007-12-04,UG/L,<,0.02,40.22416667,-122.36052778,MUNICIPAL,227.0,224.0,3.0,USGS,NSAC-U-01,NSAC-U-01,2007,12
119928,SIERRA-SL-02,0.02,TCE,2008-07-07,UG/L,<,0.02,35.74411111,-118.42247222,MUNICIPAL,55.0,10.0,45.0,USGS,SIERRA-SL-02,SIERRA-SL-02,2008,7
120013,CD-04,0.02,TCE,2008-12-17,UG/L,<,0.02,34.13444821,-116.1425054,MUNICIPAL,350.0,195.0,150.0,USGS,CD-04,CD-04,2008,12
120048,DM-U-11,0.022000000000000002,TCE,2010-04-06,UG/L,<,0.022000000000000002,36.78068056,-120.37220278,MUNICIPAL,78.0,58.0,20.0,USGS,DM-U-11,DM-U-11,2010,4
120065,NOCO-IN-26,0.02,TCE,2009-07-23,UG/L,<,0.02,39.38472222,-122.55644444,MUNICIPAL,126.0,30.0,84.0,USGS,NOCO-IN-26,NOCO-IN-26,2009,7
120133,CAMP-TV-04,0.022000000000000002,TCE,2010-08-16,UG/L,<,0.022000000000000002,40.80255556,-121.51647222,MUNICIPAL,290.0,0.0,0.0,USGS,CAMP-TV-04,CAMP-TV-04,2010,8
120363,SIERRA-V-03,0.02,TCE,2008-10-21,UG/L,<,0.02,37.63233333,-119.08480556,MUNICIPAL,220.0,60.0,160.0,USGS,SIERRA-V-03,SIERRA-V-03,2008,10
120556,NSFVOL-14,0.02,TCE,2007-08-21,UG/L,<,0.02,38.27775,-122.25222222,MUNICIPAL,417.0,57.0,360.0,USGS,NSFVOL-14,NSFVOL-14,2007,8
120587,NSFVOL-14,0.022000000000000002,TCE,2014-11-19,UG/L,<,0.022000000000000002,38.27775,-122.25222222,MUNICIPAL,417.0,57.0,360.0,USGS,NSFVOL-14,NSFVOL-14,2014,11
120665,WSAC-FP-06,0.038,TCE,2006-08-16,UG/L,<,0.038,39.58552778,-122.117,MUNICIPAL,545.0,0.0,0.0,USGS,WSAC-FP-06,WSAC-FP-06,2006,8
120681,CLABOC-09,0.038,TCE,2006-08-24,UG/L,<,0.038,33.72411111,-117.85422222,MUNICIPAL,1152.0,330.0,810.0,USGS,CLABOC-09,CLABOC-09,2006,8
120716,USAWY-05,0.157,TCE,2007-01-08,UG/L,,0.02,34.01813889,-117.05530556,MUNICIPAL,590.0,320.0,265.0,USGS,USAWY-05,USAWY-05,2007,1
120848,COLOR-17,0.025,TCE,2017-10-10,UG/L,<,0.025,34.724000000000004,-114.51941667,MUNICIPAL,210.0,80.2,119.8,USGS,COLOR-17,COLOR-17,2017,10
121339,S6-MCAW-S09,0.025,TCE,2016-11-29,UG/L,<,0.025,38.70977778,-120.68111111,MUNICIPAL,100.0,0.0,0.0,USGS,S6-MCAW-S09,S6-MCAW-S09,2016,11
121463,S9_REDBLS_RB13,0.025,TCE,2018-12-06,UG/L,<,0.025,40.16444444,-122.27913889,MUNICIPAL,,,,USGS,S9_REDBLS_RB13,S9_REDBLS_RB13,2018,12
121540,S-NSF-H31,0.022000000000000002,TCE,2012-08-22,UG/L,<,0.022000000000000002,38.46911111,-122.47333333,MUNICIPAL,,,,USGS,S-NSF-H31,S-NSF-H31,2012,8
121567,NSFVP-10,0.038,TCE,2004-09-13,UG/L,<,0.038,38.50955556,-122.98552778,MUNICIPAL,99.0,75.0,20.0,USGS,NSFVP-10,NSFVP-10,2004,9
121773,SCRVU-07,0.02,TCE,2007-05-08,UG/L,<,0.02,34.12427778,-119.133,MUNICIPAL,720.0,680.0,40.0,USGS,SCRVU-07,SCRVU-07,2007,5
122010,SIERRA-VL-12,0.02,TCE,2008-10-22,UG/L,<,0.02,39.05630556,-120.73125,MUNICIPAL,930.0,235.0,695.0,USGS,SIERRA-VL-12,SIERRA-VL-12,2008,10
122026,SIERRA-GL-09,0.02,TCE,2008-10-07,UG/L,<,0.02,39.62511111,-121.37513889,MUNICIPAL,205.0,50.0,155.0,USGS,SIERRA-GL-09,SIERRA-GL-09,2008,10
122140,DM-25,0.022000000000000002,TCE,2010-06-16,UG/L,<,0.022000000000000002,37.08430556,-120.70791667,MUNICIPAL,150.0,130.0,20.0,USGS,DM-25,DM-25,2010,6
122189,CAMP-TV-09,0.022000000000000002,TCE,2010-09-02,UG/L,<,0.022000000000000002,40.24225,-121.20733333,MUNICIPAL,403.0,158.0,242.0,USGS,CAMP-TV-09,CAMP-TV-09,2010,9
122293,HR-SC-06,0.022000000000000002,TCE,2011-04-04,UG/L,<,0.022000000000000002,37.21866667,-122.24330556,MUNICIPAL,260.0,0.0,0.0,USGS,HR-SC-06,HR-SC-06,2011,4
122379,ANT-24,0.025,TCE,2018-03-21,UG/L,<,0.025,34.49844444,-117.65863889,MUNICIPAL,795.0,0.0,0.0,USGS,ANT-24,ANT-24,2018,3
122388,HR-PR-10,0.022000000000000002,TCE,2011-09-13,UG/L,<,0.022000000000000002,33.04405556,-116.61794444,MUNICIPAL,500.0,0.0,0.0,USGS,HR-PR-10,HR-PR-10,2011,9
122404,HR-PR-10,0.025,TCE,2016-10-25,UG/L,<,0.025,33.04405556,-116.61794444,MUNICIPAL,500.0,0.0,0.0,USGS,HR-PR-10,HR-PR-10,2016,10
122433,S-MS-SC12,0.022000000000000002,TCE,2013-01-09,UG/L,<,0.022000000000000002,37.08236111,-121.94808333,MUNICIPAL,244.0,100.0,144.0,USGS,S-MS-SC12,S-MS-SC12,2013,1
122522,S5-YB-B17,0.022000000000000002,TCE,2015-11-04,UG/L,<,0.022000000000000002,39.24433333,-120.95283333,MUNICIPAL,60.0,40.0,20.0,USGS,S5-YB-B17,S5-YB-B17,2015,11
122533,S5-YB-Y38,0.022000000000000002,TCE,2016-05-22,UG/L,<,0.022000000000000002,39.40819444,-120.81093611,MUNICIPAL,72.0,52.0,20.0,USGS,S5-YB-Y38,S5-YB-Y38,2016,5
122607,S8_MOBS_R17,0.025,TCE,2018-02-26,UG/L,<,0.025,35.00766667,-117.3245,MUNICIPAL,200.0,0.0,0.0,USGS,S8_MOBS_R17,S8_MOBS_R17,2018,2
122695,ESJMW-03,0.038,TCE,2005-02-03,UG/L,<,0.038,38.00119444,-121.26836111,MUNICIPAL,232.0,195.0,20.0,USGS,ESJMW-03,ESJMW-03,2005,2
123256,CAMP-LU-06,0.022000000000000002,TCE,2010-07-22,UG/L,<,0.022000000000000002,41.44522222,-120.86933333,MUNICIPAL,220.0,180.0,40.0,USGS,CAMP-LU-06,CAMP-LU-06,2010,7
123418,S-MS-SV03,0.022000000000000002,TCE,2012-10-31,UG/L,<,0.022000000000000002,36.55902778,-121.69930556,MUNICIPAL,460.0,210.0,240.0,USGS,S-MS-SV03,S-MS-SV03,2012,10
123439,S-MS-H19,0.022000000000000002,TCE,2013-03-25,UG/L,<,0.022000000000000002,36.60227778,-121.43075,MUNICIPAL,150.0,0.0,0.0,USGS,S-MS-H19,S-MS-H19,2013,3
123463,S-MS-SC08,0.022000000000000002,TCE,2013-03-04,UG/L,<,0.022000000000000002,36.98633914,-121.93995914,MUNICIPAL,150.0,106.0,44.0,USGS,S-MS-SC08,S-MS-SC08,2013,3
123471,S4-TUSK-KAW03,0.022000000000000002,TCE,2015-01-12,UG/L,<,0.022000000000000002,36.22572222,-119.57525,MUNICIPAL,260.0,220.0,40.0,USGS,S4-TUSK-KAW03,S4-TUSK-KAW03,2015,1
123531,S6-MCAW-C01,0.025,TCE,2016-12-20,UG/L,<,0.025,38.43411111,-120.92805556,MUNICIPAL,300.0,32.0,268.0,USGS,S6-MCAW-C01,S6-MCAW-C01,2016,12
123637,S-NSF-H07,0.022000000000000002,TCE,2012-07-30,UG/L,<,0.022000000000000002,38.94047222,-123.11497222,MUNICIPAL,,,,USGS,S-NSF-H07,S-NSF-H07,2012,7
123722,SDHDRK-07,0.038,TCE,2004-07-22,UG/L,<,0.038,33.11641667,-116.60583333,MUNICIPAL,400.0,97.0,303.0,USGS,SDHDRK-07,SDHDRK-07,2004,7
123734,SDHDRK-07,0.022000000000000002,TCE,2014-04-21,UG/L,<,0.022000000000000002,33.11641667,-116.60583333,MUNICIPAL,400.0,97.0,303.0,USGS,SDHDRK-07,SDHDRK-07,2014,4
124042,RICE-12,0.038,TCE,2006-07-25,UG/L,<,0.038,39.56458611,-122.02759444,MUNICIPAL,35.0,25.0,5.0,USGS,RICE-12,RICE-12,2006,7
124095,OV-16,0.025,TCE,2016-12-13,UG/L,<,0.025,37.09655556,-118.25947222,MUNICIPAL,185.0,20.0,110.0,USGS,OV-16,OV-16,2016,12
124194,MOJO-36,0.02,TCE,2008-03-19,UG/L,<,0.02,34.81530556,-116.61655556,MUNICIPAL,140.0,0.0,0.0,USGS,MOJO-36,MOJO-36,2008,3
124263,CUY-10,0.02,TCE,2008-09-23,UG/L,<,0.02,34.85319444,-119.16908333,MUNICIPAL,298.0,146.0,142.0,USGS,CUY-10,CUY-10,2008,9
124439,BEAR-U09,0.022000000000000002,TCE,2010-06-15,UG/L,<,0.022000000000000002,34.22569444,-116.85861111,MUNICIPAL,168.0,54.0,108.0,USGS,BEAR-U09,BEAR-U09,2010,6
124510,HR-SG-22,0.025,TCE,2016-10-14,UG/L,<,0.025,34.50163889,-118.45313889,MUNICIPAL,84.0,0.0,0.0,USGS,HR-SG-22,HR-SG-22,2016,10
124527,HR-PR-01,0.022000000000000002,TCE,2011-08-22,UG/L,<,0.022000000000000002,33.07425,-116.80355556,MUNICIPAL,46.0,41.0,-41.0,USGS,HR-PR-01,HR-PR-01,2011,8
125014,COAU-16,0.02,TCE,2007-03-28,UG/L,<,0.02,33.68127778,-116.22758333,MUNICIPAL,0.0,0.0,0.0,USGS,COAU-16,COAU-16,2007,3
125052,TMART-06,0.022000000000000002,TCE,2012-08-27,UG/L,<,0.022000000000000002,39.32547222,-120.176,MUNICIPAL,900.0,40.0,860.0,USGS,TMART-06,TMART-06,2012,8
125215,COLOR-14,0.025,TCE,2017-10-12,UG/L,<,0.025,32.74774122,-114.7428452,MUNICIPAL,0.0,0.0,0.0,USGS,COLOR-14,COLOR-14,2017,10
125291,SIERRA-VL-05,0.02,TCE,2008-08-18,UG/L,<,0.02,38.580999999999996,-120.57708333,MUNICIPAL,500.0,445.0,55.0,USGS,SIERRA-VL-05,SIERRA-VL-05,2008,8
125311,CUY-08,0.02,TCE,2008-09-18,UG/L,<,0.02,34.90141667,-119.54761111,MUNICIPAL,550.0,0.0,0.0,USGS,CUY-08,CUY-08,2008,9
125497,BEAR-S07,0.022000000000000002,TCE,2010-04-29,UG/L,<,0.022000000000000002,34.23266667,-116.86077778,MUNICIPAL,330.0,50.0,275.0,USGS,BEAR-S07,BEAR-S07,2010,4
126041,S-NSF-H21,0.022000000000000002,TCE,2012-07-31,UG/L,<,0.022000000000000002,38.61230556,-122.68872222,MUNICIPAL,,,,USGS,S-NSF-H21,S-NSF-H21,2012,7
126144,SOL-08,0.022000000000000002,TCE,2014-04-02,UG/L,<,0.022000000000000002,38.40777778,-121.94783333,MUNICIPAL,1780.0,0.0,0.0,USGS,SOL-08,SOL-08,2014,4
126232,"SOSA-32, SIERRA-SL-01",0.022000000000000002,TCE,2016-05-16,UG/L,<,0.022000000000000002,35.10861111,-118.44983333,MUNICIPAL,400.0,200.0,200.0,USGS,"SOSA-32, SIERRA-SL-01","SOSA-32, SIERRA-SL-01",2016,5
126302,TROCK-08,0.02,TCE,2007-07-30,UG/L,<,0.02,38.84833333,-120.06869444,MUNICIPAL,0.0,0.0,0.0,USGS,TROCK-08,TROCK-08,2007,7
126324,COLORU-07,0.02,TCE,2007-11-06,UG/L,<,0.02,33.37016667,-114.73191667,MUNICIPAL,130.0,0.0,0.0,USGS,COLORU-07,COLORU-07,2007,11
126451,SIERRA-M-05,0.02,TCE,2008-10-08,UG/L,<,0.02,39.27647222,-120.93272222,MUNICIPAL,0.0,0.0,0.0,USGS,SIERRA-M-05,SIERRA-M-05,2008,10
126531,CAMP-HL-02,0.022000000000000002,TCE,2010-08-11,UG/L,<,0.022000000000000002,40.3595,-120.64127778,MUNICIPAL,240.0,140.0,100.0,USGS,CAMP-HL-02,CAMP-HL-02,2010,8
126643,HR-SC-18,0.022000000000000002,TCE,2011-04-21,UG/L,<,0.022000000000000002,37.04425,-122.04913889,MUNICIPAL,790.0,560.0,210.0,USGS,HR-SC-18,HR-SC-18,2011,4
126697,HR-SG-08,0.022000000000000002,TCE,2011-05-24,UG/L,<,0.022000000000000002,34.43761111,-118.31886111,MUNICIPAL,800.0,0.0,0.0,USGS,HR-SG-08,HR-SG-08,2011,5
126713,HR-SG-31,0.022000000000000002,TCE,2011-08-17,UG/L,<,0.022000000000000002,34.61605556,-118.44072222,MUNICIPAL,60.0,0.0,0.0,USGS,HR-SG-31,HR-SG-31,2011,8
126839,S5-YB-Y39,0.022000000000000002,TCE,2016-02-23,UG/L,<,0.022000000000000002,39.32066667,-120.88747222,MUNICIPAL,700.0,0.0,0.0,USGS,S5-YB-Y39,S5-YB-Y39,2016,2
126866,S5-YB-Y41,0.022000000000000002,TCE,2016-05-09,UG/L,<,0.022000000000000002,39.32883333,-120.39144444,MUNICIPAL,585.0,0.0,0.0,USGS,S5-YB-Y41,S5-YB-Y41,2016,5
126879,S6-MCAW-S16,0.025,TCE,2016-11-29,UG/L,<,0.025,38.75752778,-120.56194444,MUNICIPAL,360.0,160.0,200.0,USGS,S6-MCAW-S16,S6-MCAW-S16,2016,11
127103,CGOLD-07,0.022000000000000002,TCE,2016-05-04,UG/L,<,0.022000000000000002,37.45136111,-119.63805556,MUNICIPAL,462.0,60.0,402.0,USGS,CGOLD-07,CGOLD-07,2016,5
127286,TROCKU-01,0.02,TCE,2007-07-09,UG/L,<,0.02,39.35136111,-120.26883333,MUNICIPAL,317.0,285.0,32.0,USGS,TROCKU-01,TROCKU-01,2007,7
127356,RED-MW-05,0.02,TCE,2008-01-16,UG/L,<,0.02,40.35858333,-122.33383333,MUNICIPAL,194.0,154.0,35.0,USGS,RED-MW-05,RED-MW-05,2008,1
127488,SIERRA-GL-03,0.02,TCE,2008-08-12,UG/L,<,0.02,37.79505556,-119.34177778,MUNICIPAL,0.0,0.0,0.0,USGS,SIERRA-GL-03,SIERRA-GL-03,2008,8
127646,CAMP-QV-06,0.022000000000000002,TCE,2010-08-12,UG/L,<,0.022000000000000002,40.42769444,-120.63883333,MUNICIPAL,0.0,800.0,-800.0,USGS,CAMP-QV-06,CAMP-QV-06,2010,8
127659,CAMP-TV-07,0.022000000000000002,TCE,2010-08-26,UG/L,<,0.022000000000000002,41.13819444,-120.28125,MUNICIPAL,230.0,50.0,180.0,USGS,CAMP-TV-07,CAMP-TV-07,2010,8
127915,S5-YB-Y08,0.022000000000000002,TCE,2015-11-17,UG/L,<,0.022000000000000002,39.38727778,-121.24905556,MUNICIPAL,260.0,160.0,100.0,USGS,S5-YB-Y08,S5-YB-Y08,2015,11
128084,S10-ESJB-29,0.025,TCE,2019-07-08,UG/L,<,0.025,38.23219444,-121.26994444,MUNICIPAL,,,,USGS,S10-ESJB-29,S10-ESJB-29,2019,7
128095,S9_REDBLS_RED05,0.025,TCE,2019-04-07,UG/L,<,0.025,40.45888889,-122.46816667,MUNICIPAL,,,,USGS,S9_REDBLS_RED05,S9_REDBLS_RED05,2019,4
128145,NSJ-QPC-02,0.011000000000000001,TCE,2014-02-12,UG/L,,0.022000000000000002,37.83016667,-120.91586111,MUNICIPAL,175.0,130.0,45.0,USGS,NSJ-QPC-02,NSJ-QPC-02,2014,2
128162,NAMFP-08,0.038,TCE,2005-04-07,UG/L,<,0.038,38.67825,-121.59441667,MUNICIPAL,200.0,170.0,20.0,USGS,NAMFP-08,NAMFP-08,2005,4
128184,KWH-11,0.038,TCE,2005-11-17,UG/L,<,0.038,36.16258333,-119.33802778,MUNICIPAL,700.0,300.0,400.0,USGS,KWH-11,KWH-11,2005,11
128295,SOSAFP-02,0.038,TCE,2006-06-05,UG/L,<,0.038,35.74411111,-118.42247222,MUNICIPAL,55.0,10.0,45.0,USGS,SOSAFP-02,SOSAFP-02,2006,6
128317,ESAC-19,0.038,TCE,2006-07-20,UG/L,<,0.038,39.14563889,-121.75569444,MUNICIPAL,265.0,0.0,0.0,USGS,ESAC-19,ESAC-19,2006,7
128411,SCRC-B08,0.02,TCE,2008-06-04,UG/L,<,0.02,34.61388889,-120.19652778,MUNICIPAL,888.0,430.0,570.0,USGS,SCRC-B08,SCRC-B08,2008,6
128545,S7-SAC-SA06,0.025,TCE,2017-09-13,UG/L,<,0.025,38.48796407,-121.26133767,MUNICIPAL,295.0,158.0,137.0,USGS,S7-SAC-SA06,S7-SAC-SA06,2017,9
128715,TRLKFP-02,0.038,TCE,2006-04-05,UG/L,<,0.038,37.42854749,-120.83714797,MUNICIPAL,58.0,0.0,0.0,USGS,TRLKFP-02,TRLKFP-02,2006,4
128780,ANT-45,0.02,TCE,2008-03-05,UG/L,<,0.02,35.00991667,-117.84219444,MUNICIPAL,0.0,0.0,0.0,USGS,ANT-45,ANT-45,2008,3
128852,CAMP-SH-01,0.022000000000000002,TCE,2010-07-12,UG/L,<,0.022000000000000002,41.69763889,-122.63758333,MUNICIPAL,120.0,12.0,108.0,USGS,CAMP-SH-01,CAMP-SH-01,2010,7
129148,MADCHOW-12,0.02,TCE,2008-04-28,UG/L,<,0.02,37.13316667,-120.48813889,MUNICIPAL,300.0,240.0,60.0,USGS,MADCHOW-12,MADCHOW-12,2008,4
129204,RED-01,0.02,TCE,2007-10-01,UG/L,<,0.02,40.33758333,-122.22666667,MUNICIPAL,418.0,308.0,90.0,USGS,RED-01,RED-01,2007,10
129335,DM-24,0.022000000000000002,TCE,2010-06-16,UG/L,<,0.022000000000000002,36.98552778,-120.58305556,MUNICIPAL,150.0,130.0,20.0,USGS,DM-24,DM-24,2010,6
129424,NSJ-QPC-06,0.038,TCE,2005-01-25,UG/L,<,0.038,38.15686357,-121.08299861,MUNICIPAL,208.0,0.0,0.0,USGS,NSJ-QPC-06,NSJ-QPC-06,2005,1
129495,SCRV-10,0.02,TCE,2007-04-05,UG/L,<,0.02,34.15889383,-119.21899723,MUNICIPAL,766.0,610.0,128.0,USGS,SCRV-10,SCRV-10,2007,4
129526,SIERRA-G-13,0.02,TCE,2008-08-21,UG/L,<,0.02,38.65730556,-120.60408333,MUNICIPAL,400.0,60.0,340.0,USGS,SIERRA-G-13,SIERRA-G-13,2008,8
